video_id,user
7487750514361257271,tamquandeoo23
7487578758338186501,tamquandeoo23
7487253528843488567,tamquandeoo23
7487150846367534391,tamquandeoo23
7486895185914383622,tamquandeoo23
7486808730353356087,tamquandeoo23
7486542636216585479,tamquandeoo23
7486390500048571655,tamquandeoo23
7486261263945714952,tamquandeoo23
7486176035675933960,tamquandeoo23
7485693851429113096,tamquandeoo23
7484626888464403730,tamquandeoo23
7483930069799275783,tamquandeoo23
